  0.000000E+00  5.0000E-02  1.7845E-03  1.9212E-01  9.9921E-01  3.0969E-11  9.9896E-01  8.6416E-01  2.3180E-01  1.5406E-01  1.3590E-01  3.3484E-02 -7.8928E-03 -7.6213E-03 -8.3982E-03
  5.000000E-02  5.1606E-02  1.8005E-03  1.8956E-01  9.9919E-01  2.4904E-14  9.9947E-01  8.6282E-01  2.2672E-01  1.5304E-01  1.3418E-01  3.1581E-02 -1.0650E-02 -9.0650E-03 -7.8579E-03
  1.016059E-01  7.7409E-02  1.8089E-03  1.8825E-01  9.9914E-01  2.5813E-14  9.9981E-01  8.6141E-01  2.2135E-01  1.5220E-01  1.3262E-01  3.0285E-02 -1.3515E-02 -1.0694E-02 -7.3868E-03
  1.790147E-01  1.0000E-01  1.8173E-03  1.8690E-01  9.9901E-01  3.9080E-14  9.9989E-01  8.5928E-01  2.1328E-01  1.5090E-01  1.3020E-01  2.8794E-02 -1.7763E-02 -1.3344E-02 -6.7777E-03
  2.790147E-01  1.0000E-01  1.8271E-03  1.8559E-01  9.9877E-01  1.4833E-13  9.9914E-01  8.5643E-01  2.0297E-01  1.4887E-01  1.2672E-01  2.7176E-02 -2.3024E-02 -1.7052E-02 -6.1089E-03
  3.790147E-01  1.0000E-01  1.8372E-03  1.8456E-01  9.9847E-01  7.6827E-14  9.9752E-01  8.5339E-01  1.9289E-01  1.4633E-01  1.2279E-01  2.5708E-02 -2.7891E-02 -2.0966E-02 -5.5350E-03
  4.790147E-01  1.0000E-01  1.8480E-03  1.8371E-01  9.9814E-01  5.6843E-14  9.9537E-01  8.5005E-01  1.8307E-01  1.4317E-01  1.1842E-01  2.4318E-02 -3.2266E-02 -2.4961E-02 -5.0292E-03
  5.790147E-01  1.0000E-01  1.8594E-03  1.8300E-01  9.9780E-01  6.1284E-14  9.9310E-01  8.4630E-01  1.7355E-01  1.3932E-01  1.1365E-01  2.2974E-02 -3.6108E-02 -2.8913E-02 -4.5731E-03
  6.790147E-01  1.0000E-01  1.8714E-03  1.8239E-01  9.9746E-01  6.3061E-14  9.9105E-01  8.4208E-01  1.6431E-01  1.3475E-01  1.0848E-01  2.1661E-02 -3.9417E-02 -3.2708E-02 -4.1545E-03
  7.790147E-01  1.0000E-01  1.8840E-03  1.8188E-01  9.9713E-01  5.1514E-14  9.8942E-01  8.3734E-01  1.5537E-01  1.2943E-01  1.0290E-01  2.0366E-02 -4.2218E-02 -3.6245E-02 -3.7653E-03
  8.790147E-01  1.0000E-01  1.8971E-03  1.8145E-01  9.9683E-01  5.1958E-14  9.8833E-01  8.3207E-01  1.4672E-01  1.2338E-01  9.6899E-02  1.9083E-02 -4.4540E-02 -3.9443E-02 -3.4013E-03
  9.790147E-01  1.0000E-01  1.9106E-03  1.8109E-01  9.9656E-01  4.9738E-14  9.8780E-01  8.2629E-01  1.3835E-01  1.1660E-01  9.0441E-02  1.7803E-02 -4.6402E-02 -4.2244E-02 -3.0606E-03
  1.079015E+00  1.0000E-01  1.9244E-03  1.8079E-01  9.9632E-01  3.9524E-14  9.8773E-01  8.2004E-01  1.3025E-01  1.0912E-01  8.3504E-02  1.6522E-02 -4.7810E-02 -4.4607E-02 -2.7433E-03
